time,vet1,vet2,vet3,vet4,vet5,vet6,vet7,vet8,vet9,vet10
0,1.68124123737559,0,0,0,0,0,0,0,0,1.39794000867204
0.05,1.47712125471966,0,0,0,0,0,0,0,0,1.07918124604762
0.1,1.23044892137827,0,0,0,0,0,0,0,0,1
0.15,1,0,0,0,0,0,0,0,0,0.903089986991943
0.2,0.903089986991943,0,0,0,0,0,0,0,0,0.477121254719662
0.25,3.44901531634779,0,0,0,0,0,0,0,0,0
0.3,3.29336255471145,0,0,0,0,0,0,0,0,0
0.35,3.6262376851469,0,0,0,0,0,0,0,0,0
0.4,3.47085132452612,0,0,0,0,0,0,0,0,0
0.45,3.31111784266251,0,0,0,0,0,0,0,0,0
0.5,3.15259407792747,0,0,0,0,0,0,0,3.45453998496482,0
0.55,3.00860017176192,0,0,0,0,0,0,0,3.29534714833362,0
0.6,2.8555191556678,0,0,0,0,0,0,0,3.13545069934551,0
0.65,2.70070371714502,0,0,0,0,0,0,0,2.9731278535997,0
0.7,2.55750720190566,0,0,0,0,0,0,0,2.8228216453031,0
0.75,2.41161970596323,0,0,0,0,0,0,0,2.66275783168157,3.46923274250661
0.8,2.2380461031288,0,0,0,0,0,0,0,3.50474263627169,3.32076922833869
0.85,2.08635983067475,0,0,0,0,0,0,0,3.3533390953113,3.18012587516405
0.9,1.94939000664491,0,0,0,0,0,0,0,3.20057692675485,3.01410032151962
0.95,1.81954393554187,0,0,0,0,0,0,0,3.06781451116184,2.87273882747267
1,1.6232492903979,0,0,0,0,0,0,0,2.90471554527868,2.72427586960079
1.05,1.46239799789896,0,0,0,0,3.46478751964594,0,0,2.76042248342321,2.55870857053317
1.1,1.34242268082221,0,0,0,0,3.30319605742049,0,0,2.61804809671209,2.39794000867204
1.15,1.17609125905568,0,0,0,0,3.15320490008428,0,0,2.44870631990508,2.2380461031288
1.2,1.07918124604762,0,0,0,0,2.98136550907854,0,0,2.3324384599156,2.07918124604762
1.25,0.845098040014257,0,0,0,0,2.84385542262316,0,0,2.17897694729317,1.90848501887865
1.3,0.845098040014257,0,0,0,0,2.67942789661212,0,0,2.02118929906994,1.70757017609794
1.35,0.698970004336019,0,0,0,0,2.55022835305509,0,0,1.81954393554187,1.5910646070265
1.4,0.477121254719662,0,0,0,0,2.35218251811136,0,0,1.61278385671974,1.44715803134222
1.45,0.301029995663981,0,0,0,0,2.20682587603185,0,0,1.41497334797082,1.32221929473392
1.5,0.301029995663981,0,0,0,0,2.06069784035361,0,0,1.36172783601759,1.20411998265592
1.55,0.301029995663981,0,0,0,0,1.89762709129044,0,0,1.20411998265592,1.11394335230684
1.6,0.301029995663981,0,0,0,0,1.68124123737559,0,0,1.04139268515822,0.778151250383644
1.65,0,0,0,0,0,1.57978359661681,0,0,0.778151250383644,0.301029995663981
1.7,0,0,0,0,0,1.44715803134222,0,0,0.602059991327962,0.301029995663981
1.75,0,0,0,0,0,1.25527250510331,0,0,0.301029995663981,0.301029995663981
1.8,0,0,0,0,0,1.07918124604762,0,0,0.301029995663981,0
1.85,0,0,0,0,0,1,0,0,0,0
1.9,0,0,0,0,0,0.903089986991943,0,0,0,0
1.95,0,0,0,0,0,0.602059991327962,0,0,0,0
2,0,0,0,0,0,0.602059991327962,0,0,0,0
2.05,0,0,0,0,0,0.602059991327962,0,3.462248215355,0,0
2.1,0,0,0,0,0,0.602059991327962,0,3.30276370847298,0,0
2.15,0,0,0,0,0,0.602059991327962,0,3.13893394025692,0,0
2.2,0,0,0,0,0,0.477121254719662,0,2.9712758487381,0,0
2.25,0,0,0,0,0,0,0,2.80208925788173,0,0
2.3,0,0,0,0,0,0,0,2.65321251377534,0,0
2.35,0,0,0,0,0,0,0,2.51054501020661,0,0
2.4,0,0,0,0,0,0,0,3.48643047885443,0,0
2.45,0,0,0,0,0,0,0,3.33183204443625,0,0
2.5,0,0,0,0,0,0,0,3.18355453361886,0,0
2.55,0,0,0,0,0,0,0,3.03342375548695,0,0
2.6,3.46746010950726,0,0,0,0,0,0,2.88817949391832,0,0
2.65,3.31889771462749,0,0,0,0,0,0,3.52994340165867,0,0
2.7,3.15075643986031,0,0,0,0,0,0,3.37584643630916,0,0
2.75,2.99607365448528,0,0,0,0,0,0,3.22010808804005,0,0
2.8,2.83314711191278,0,0,0,0,0,0,3.05994188806195,0,0
2.85,2.67760695272049,0,0,0,0,0,0,2.91803033678488,0,0
2.9,2.52762990087134,0,0,0,0,0,0,2.7701152947871,0,0
2.95,2.31806333496276,0,0,0,0,0,0,2.6170003411209,0,0
3,3.47581641303132,0,0,0,0,0,0,2.45939248775923,0,0
3.05,3.32283927268632,0,0,0,0,0,0,3.47070442972279,0,0
3.1,3.62838893005031,0,0,0,0,0,0,3.32076922833869,0,0
3.15,3.47055748521727,0,0,0,0,0,0,3.16316137497702,0,0
3.2,3.30792370361188,0,0,0,0,0,0,3.00860017176192,0,0
3.25,3.15014216184856,0,0,0,0,0,0,2.85913829729453,0,0
3.3,2.99563519459755,0,0,0,3.46389298898591,0,0,2.69983772586725,0,0
3.35,2.84571801796666,0,0,0,3.29314148345093,0,0,2.5327543789925,0,0
3.4,3.51161602056914,0,0,0,3.14395111642396,0,0,2.38560627359831,0,0
3.45,3.3647385550554,0,0,0,2.99607365448528,0,0,2.20139712432045,0,0
3.5,3.21404867941194,0,0,0,2.86153441085904,0,0,1.99122607569249,0,0
3.55,3.06445798922692,0,0,0,2.69460519893357,0,0,1.81291335664286,0,0
3.6,2.90848501887865,0,0,0,2.53907609879278,0,0,1.63346845557959,0,0
3.65,2.75281643118827,0,0,0,2.40140054078154,0,0,1.47712125471966,0,0
3.7,2.56820172406699,0,0,0,2.21748394421391,0,0,1.32221929473392,0,0
3.75,2.38381536598043,0,0,0,2,0,0,1.20411998265592,0,0
3.8,2.24551266781415,0,0,0,1.86332286012046,0,0,1.04139268515822,0,0
3.85,2.0899051114394,0,0,0,1.65321251377534,0,0,0.954242509439325,0,0
3.9,1.90308998699194,0,0,0,1.46239799789896,0,0,0.778151250383644,0,0
3.95,1.74036268949424,0,0,0,1.07918124604762,0,0,0.778151250383644,0,0
4,1.54406804435028,0,0,0,1.04139268515822,0,0,0.301029995663981,0,0
4.05,1.34242268082221,0,0,0,0.778151250383644,0,0,0,0,0
4.1,1.25527250510331,0,0,0,0.477121254719662,0,0,0,0,0
4.15,1.17609125905568,0,0,0,0.301029995663981,0,0,0,0,0
4.2,0.903089986991943,0,0,0,0.301029995663981,0,0,0,0,0
4.25,0.602059991327962,0,0,0,0.301029995663981,0,0,0,0,0
4.3,0.301029995663981,0,0,0,0,0,0,0,0,0
4.35,0,0,0,0,0,0,0,0,0,0
4.4,0,0,0,0,0,0,0,0,0,0
4.45,0,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,0
4.55,0,0,0,0,0,0,0,0,0,0
4.6,0,0,0,0,0,0,0,0,0,0
4.65,0,0,0,0,0,0,0,0,0,0
4.7,0,0,0,0,0,0,0,0,0,0
4.75,0,0,0,0,0,0,0,0,0,0
4.8,0,0,0,0,0,0,0,0,0,0
4.85,0,0,0,0,0,0,0,0,0,0
4.9,0,0,0,0,0,0,0,0,0,0
4.95,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
5.05,0,0,0,0,0,0,0,0,0,0
5.1,0,0,0,0,0,0,0,0,0,0
5.15,0,0,0,0,0,0,0,0,0,0
5.2,0,0,0,0,0,0,0,0,0,0
5.25,0,0,0,0,0,0,0,0,0,0
5.3,0,0,0,0,0,0,0,0,0,0
5.35,0,0,0,0,0,0,0,0,0,0
5.4,0,0,0,0,0,0,0,0,0,0
5.45,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0
5.55,0,0,0,0,0,0,0,0,0,0
5.6,0,0,0,0,0,0,0,0,0,0
5.65,0,0,0,0,0,0,0,0,0,0
5.7,0,0,0,0,0,0,0,0,0,0
5.75,0,0,0,0,0,0,0,0,0,0
5.8,0,0,0,0,0,0,0,0,0,0
5.85,0,0,0,0,0,0,0,0,0,0
5.9,0,0,0,0,0,0,0,0,0,0
5.95,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
6.05,0,0,0,0,0,0,0,0,0,0
6.1,0,0,0,0,0,0,0,0,0,0
6.15,0,0,0,0,0,0,0,0,0,0
6.2,0,0,0,0,0,0,3.45939248775923,0,0,0
6.25,0,0,0,0,0,0,3.30535136944662,0,0,0
6.3,0,0,0,0,0,0,3.15986784709257,0,0,0
6.35,0,0,0,0,0,0,3.02077548819356,0,0,0
6.4,0,0,0,0,0,0,2.86864443839483,0,0,0
6.45,0,0,0,0,0,0,2.71096311899528,0,0,0
