time,vet1,vet2,vet3,vet4,vet5,vet6,vet7,vet8,vet9,vet10
0,0,2.46538285144842,3.86468903413685,0,2.80617997398389,2.32221929473392,3.55702572238638,0,1.07918124604762,0
0.05,0,2.33445375115093,3.70346334188329,0,2.65321251377534,2.17318626841227,5.11069406310185,0,0.845098040014257,0
0.1,0,2.18752072083646,3.54777470538782,0,2.47712125471966,2.02530586526477,4.95429076170113,0,5.10008436797745,0
0.15,0,2.07188200730613,3.38649896555065,0,2.26951294421792,1.82607480270083,4.79958864685073,0,4.94523709668385,0
0.2,0,1.84509804001426,3.22891340599469,0,5.10247143894967,1.66275783168157,5.2313599835095,0,4.78903044537018,0
0.25,0,1.69897000433602,3.07261747654524,0,4.94853521616136,1.50514997831991,5.07780379807609,0,4.63361992723673,0
0.3,0,1.5910646070265,2.90794852161227,0,4.7946344133904,1.32221929473392,4.92325956588714,0,4.47911442854319,0
0.35,0,1.34242268082221,2.77085201164214,0,4.64203892082062,1.20411998265592,4.76818655545666,0,4.32329336134524,0
0.4,0,1.20411998265592,2.61804809671209,0,4.48476947771617,1.04139268515822,4.61348240281642,5.10021886024085,4.16571902980083,0
0.45,0,1.07918124604762,2.47567118832443,0,4.32795121456819,5.10028436702781,4.45744284072842,4.94576392311117,4.00962084081432,0
0.5,0,0.903089986991943,2.3384564936046,0,5.1508239574287,4.94473922491544,4.30055200879288,4.7912413885087,3.85107480522889,0
0.55,0,0.778151250383644,2.20411998265592,0,4.99603859397973,4.7906158620921,4.13678396318336,4.63530275307114,3.70070371714502,0
0.6,0,0.698970004336019,5.10167835102797,0,4.841490865333,4.63586559719034,3.98452731334379,4.48141396125374,3.54157924394658,0
0.65,0,0.602059991327962,4.94581312658734,0,5.24356136832371,4.48138529211277,5.124442271503,4.32557723194042,3.38363586836188,0
0.7,0,0.602059991327962,4.79077057044896,0,5.08889765171697,4.32271534787969,4.96889836496045,4.17137536674494,3.23426412437879,0
0.75,0,0.477121254719662,4.63581537289752,0,4.93433682322462,4.16473938429143,4.81418764296918,4.02168535221571,3.09377178149873,0
0.8,0,0,4.47984872740949,0,4.77868655021091,4.01422642938923,4.66133934000604,3.87180636445873,2.93751789201735,0
0.85,0,0,4.32539250001726,0,4.62479757896076,3.85497367372642,4.50527210646947,3.71307032585564,2.78532983501077,0
0.9,0,0,4.17222334142775,0,4.46846548970602,3.70217195085771,4.3489470659256,3.55678478230702,2.61066016308988,0
0.95,0,0,4.01715859848781,0,4.31279069214644,3.54641926683519,4.19387561215236,5.11202824024339,2.46089784275655,0
1,0,0,3.86468903413685,0,4.15956719323362,3.40483371661994,4.04032537919972,4.95589450798554,2.32837960343874,0
1.05,0,0,3.71239713140671,0,3.99882581904029,3.24625231229932,3.88806711340744,4.80145173360809,2.12710479836481,0
1.1,0,0,3.55822842180333,0,3.84048248721344,3.08600370561838,3.7356787259059,4.64604084563489,1.93449845124357,0
1.15,0,0,3.40756084948636,0,3.69661845923222,2.92116605063774,3.58297192910481,4.4899444243598,1.80617997398389,0
1.2,0,0,3.25575478664304,0,3.54949371321501,2.74973631556906,3.41796964221474,4.33629959576342,1.56820172406699,0
1.25,0,0,3.10414555055401,0,3.40346370134532,2.58658730467175,3.27160930137883,4.17242777715146,1.32221929473392,0
1.3,0,0,2.94890176097021,0,3.25430633233129,2.42324587393681,3.12580645813953,4.01828430842653,1.11394335230684,0
1.35,0,0,2.77158748088126,0,3.10311925354571,2.2718416065365,2.9712758487381,3.86189269039145,1.04139268515822,0
1.4,5.10096642934907,0,2.62013605497376,0,2.94200805302231,2.12057393120585,2.82801506422398,3.70432214082223,0.954242509439325,0
1.45,4.94785506737821,5.10188448716754,2.43136376415899,0,5.105189880947,1.94939000664491,2.67851837904011,3.55181582235102,0.903089986991943,0
1.5,4.79281177124815,4.94805579758485,2.23044892137827,0,4.95032590245162,1.76342799356294,2.51982799377572,3.39567578526994,0.477121254719662,0
