time,vet1,vet2,vet3,vet4,vet5,vet6,vet7,vet8,vet9,vet10
0,5.30861349566763,5.96320255177737,6.03933240860105,6.36740270301912,4.99774014222213,6.05811765703454,6.41777584193107,6.18113213402286,5.87561044330154,6.25357229633865
0.05,5.94151441405082,5.80829201565426,5.88464019061384,6.21244330991072,4.84242824586679,6.1847919030161,6.26277870420592,6.02690448276356,5.72117477798179,6.29829555598791
0.1,6.12790879489082,5.65361380943718,6.10296030282141,6.0573004885859,6.17904913196604,6.0296519833111,6.10825508937751,5.87198601926192,5.56546882583143,6.32693260567331
0.15,5.97313755581485,5.49864545180301,5.94850539024175,6.18497377235995,6.02390649602973,5.87495064897814,6.21169574726103,5.71736755600192,5.41122731706992,6.34553584997413
0.2,5.8180080317154,5.34360353940306,6.1313395228138,6.03022719418344,5.86853100161251,5.72008153705086,6.05692123231062,5.56219885629887,6.21583629425265,6.19079824400497
0.25,5.66340218633036,5.18957171873905,5.97679047042541,6.17070488040032,5.71321660758663,5.5645915059387,5.90176227563396,5.9938720698439,6.06075977010745,6.03529442536986
0.3,5.50887163333091,5.92443436354323,6.3276386321337,6.01591693804793,6.03875920928427,5.40997198841356,6.11052270931578,6.15287699538959,5.90523822286284,5.88073586947178
0.35,5.98052920884039,6.22841960891829,6.17236090805568,5.86090371835666,6.17519046734636,5.95970330604576,5.95596757087766,5.9979195314222,5.75020435945555,6.43559817478473
0.4,5.8259412528208,6.39166608359711,6.01767345169266,5.70507476872996,6.25004776469281,5.80480366057888,6.13476756333423,5.84306201757611,5.59541133872097,6.28069944608072
0.45,5.67088568748405,6.3906546671316,5.86266377945623,5.55048640633328,6.09506852759651,6.07059673031958,6.22685422162322,6.29008494206285,6.00344157439693,6.4467933811435
0.5,5.51604990913404,6.2349452929689,5.70755229301579,6.23330229433248,5.94014378805065,6.19192892249784,6.28150265188438,6.32189759088869,5.84859550035659,6.29155487337479
0.55,5.36208645292039,6.07996769229427,5.55244918888292,6.28548439541997,6.12768390353546,6.03752410362119,6.12656970326089,6.16721480551366,5.69381749076351,6.1365211263111
0.6,5.20735426079735,5.9250164436958,5.39852851307363,6.13041579415052,5.97285795275221,6.17468650798128,5.9715745554409,6.24556793814017,5.53809720623993,6.49840057439467
0.65,5.92710642071781,5.77009612347002,5.95679779730662,5.97516241643896,5.81789047293823,6.01963464080796,6.32619223320417,6.29323898974787,5.38230707604578,6.56468760093762
0.7,5.7722321976232,6.27340781298266,6.13462328966244,5.82008975062394,5.66340689989831,5.86466353200518,6.17129164913217,6.32356084495616,5.22725150222522,6.40979013748771
0.75,5.61725937191777,6.31083196712493,5.97940996111659,5.66523848561548,5.50809588119552,5.70969471713083,6.24760580086682,6.16841203047632,5.07211381451869,6.25461477497928
0.8,6.00875640451473,6.15599002355971,5.8237395502916,5.5098286380545,5.35264166236982,6.03734082590057,6.0926143382753,6.01343470631489,4.91566887723795,6.29868500029687
0.85,5.85328135671202,6.23959024643007,5.66888795414219,5.35455787425327,5.19741289437465,6.270229405793,5.93780665699019,6.16222496267112,4.75921443123424,6.32720910249373
0.9,5.6979656235759,6.28903413712352,6.02419699993098,5.94941733217961,5.92479702860163,6.11556824494389,6.12634671457165,6.24192706852422,4.60394507523284,6.17208427014631
0.95,5.5429311878082,6.13420229720165,6.16743933367976,5.79428165546341,6.12096987986595,6.21594090851444,5.97109206988595,6.08744279159922,4.4505723987446,6.01729258582303
1,5.38777055702273,5.97926421493027,6.01261032036163,5.6399474334324,6.21929944328398,6.0611187131785,6.1417914303006,5.93217229216553,5.8758862179581,5.86197445611883
1.05,5.23310784430539,6.1457674215827,6.16205813159143,6.01632159918828,6.06443440190333,6.35596003841652,6.23107640657999,5.77759934585802,5.72134640555105,5.70774556158771
1.1,5.07728794412766,6.23309464088618,6.3945980554253,5.86113398243124,5.90935167021689,6.20102986732979,6.28442667289012,6.06163264376251,5.56617459671266,5.55246622829627
1.15,4.923104068267,6.07831686422812,6.39268570013945,6.09346090998918,5.75475796965056,6.04589305613724,6.12947945970046,5.90702688302008,5.99482507248735,5.39812931979932
1.2,4.76860110695636,5.92358696546388,6.50414940641831,5.93850571545111,5.60034222117677,6.17881700543986,5.97429380002696,5.75193774626856,6.15305746519862,5.24358119742428
1.25,5.88760998702511,5.76920593797728,6.47224069266747,5.78377498621239,5.44572560196629,6.02373876174433,6.55495482284002,5.59704764851306,5.99790949456757,5.93178219906322
1.3,5.73299170928293,6.05827300740197,6.54901553005821,5.62859121306902,5.29106678198238,5.86858096446827,6.40005109952872,5.44170298899615,6.15532449661919,5.77661620501548
1.35,5.57779845510973,5.90274567216226,6.393904615697,5.47462413441861,5.9390602554057,6.09651618998209,6.2454225917202,6.21903935153232,6.00051216537047,6.06066309540524
1.4,6.2375545451049,5.74728748398036,6.23874543169132,5.32024186193882,5.9906500320649,5.94171114229477,6.09009185322091,6.06416698933164,5.84541185947294,5.90558434632943
1.45,6.08277603826864,6.05046366792526,6.288752777748,5.16538975925382,5.83572417253932,5.78702383519003,5.9350767886418,6.18798381529703,5.69096383633772,5.75031396019764
1.5,5.92832107342019,6.1810339602722,6.45085592643242,5.01093566470438,6.08283633411651,6.06517248948536,5.780255368543,6.03277544923606,5.53568265874291,5.59553149304153
1.55,6.31363989415993,6.0265610454078,6.43256605922708,4.85704287022387,5.92800645154843,5.9107353652244,6.06194907017746,6.17196912282606,5.38010808452175,5.43994658902654
1.6,6.1589809212058,6.3440840314054,6.41949578034288,5.89328949438181,5.77307593152956,6.1143256971695,6.18690663442342,6.01691472730212,5.22475313224706,5.28653056744773
1.65,6.00445164258787,6.35753198541042,6.40986484754812,5.73795556689198,6.05873037947657,5.95937485969573,6.03165765757864,6.16451315820012,5.06868297422815,5.93865629632001
1.7,6.15808041068698,6.3665858104684,6.25511130368191,5.58309897682593,5.90349098133884,6.13632603593665,5.87682727312857,6.39571524891834,4.91513590662201,5.78395429162136
1.75,6.00315710935901,6.21147376264506,6.29941620279826,5.42901868793153,6.11126587505845,6.22799976064964,5.72240108486742,6.39291281605116,4.75949409214404,5.62931069919292
1.8,5.84828027846318,6.05648711826052,6.45616994894792,5.96314015144678,5.95655067195523,6.28198095919564,5.56762384548658,6.39142120946783,4.60628460556181,5.47447705392158
1.85,5.69378848426787,6.18409635210721,6.43666426167286,5.80854112733966,5.80144898954596,6.31576657788261,5.99555095962043,6.23636618025952,4.45089544869024,5.97301788001023
1.9,5.53797893637734,6.25592369964618,6.28158214141974,5.65322988520719,5.64708649230039,6.33846585673333,6.15371001147632,6.08165401448482,4.29605060178874,5.81748603912173
1.95,5.38317601611367,6.29977415635566,6.31605111252375,5.49793124221672,5.49215670529025,6.35387816360025,6.23795823119424,5.92661096752947,4.13984761464631,6.0766975935006
2,5.22865182760631,6.14517060259746,6.1616159285793,5.34395382769227,5.33826320947745,6.36409394843576,6.08356603939363,5.77153750842125,3.98488720106433,5.92149242993397
2.05,5.92976111710701,6.23308803902604,6.24206587893347,5.18842502887296,5.18440464502055,6.37114787596886,5.92837997563522,5.61651332264504,3.83372069044463,6.31138805226889
2.1,5.77487009696059,6.07845101775437,6.0872954031978,5.03309791241909,5.02905082628084,6.21638761307881,6.12195653524221,6.00855163025422,3.67449371729635,6.15645919399548
2.15,6.06068764375477,5.9235268916269,6.20095905814211,5.9066657555714,4.87448181769947,6.06119906672029,5.96665600839819,6.15977556849657,5.86581911230761,6.0021967421735
