time,vet1,vet2,vet3,vet4,vet5,vet6,vet7,vet8,vet9,vet10
0,0,0,0,0,1.70757017609794,0,2.91803033678488,0,2.84757265914211,0
0.05,0,0,0,0,1.5910646070265,0,2.76192783842053,0,2.70156798505593,0
0.1,0,0,0,0,1.51851393987789,0,2.60745502321467,0,2.54406804435028,0
0.15,0,0,0,0,1.43136376415899,0,2.45024910831936,0,2.39093510710338,0
0.2,0,0,0,0,1,0,2.26481782300954,0,2.23552844690755,0
0.25,0,0,0,0,0.954242509439325,0,2.09691001300806,0,2.12385164096709,0
0.3,0,0,0,0,0.845098040014257,0,1.91381385238372,0,1.95904139232109,0
0.35,0,0,0,0,0.698970004336019,0,1.7481880270062,0,1.81291335664286,0
0.4,0,0,0,0,0,0,1.55630250076729,0,1.56820172406699,0
0.45,0,0,0,0,0,0,1.46239799789896,0,1.34242268082221,0
0.5,0,0,0,0,0,0,1.32221929473392,0,1.17609125905568,0
0.55,0,0,0,0,0,0,1.11394335230684,0,3.46908529912312,0
0.6,0,0,0,0,0,0,1,0,3.31868926994775,0
0.65,0,0,0,0,0,0,0.903089986991943,0,3.16554107672237,0
0.7,0,0,0,0,0,0,0.698970004336019,0,3.02694162795903,0
0.75,0,0,0,0,0,0,0.602059991327962,0,2.88024177589548,0
0.8,0,0,0,0,0,0,0.301029995663981,0,2.72916478969277,0
0.85,0,0,0,0,0,0,0.301029995663981,0,2.56466606425209,0
0.9,0,0,0,0,0,0,0.301029995663981,0,2.44090908206522,0
0.95,0,0,0,0,0,0,0.301029995663981,0,2.28103336724773,0
1,0,0,0,0,0,0,0,0,2.15228834438306,0
1.05,0,0,0,0,0,0,0,0,1.98227123303957,0
1.1,0,0,0,0,0,0,0,3.46209838113516,1.83884909073726,0
1.15,0,0,0,0,0,0,0,3.3096301674259,1.57978359661681,0
1.2,0,0,0,0,0,0,0,3.16226561429802,1.44715803134222,0
1.25,0,0,0,0,0,0,0,3.00432137378264,1.23044892137827,0
1.3,0,0,0,0,0,0,0,2.85247999363686,0.903089986991943,0
1.35,0,0,0,0,0,0,0,2.67394199863409,0.845098040014257,0
1.4,0,0,0,0,0,0,0,2.50105926221775,0.698970004336019,0
1.45,0,0,0,0,0,0,0,2.35793484700045,0.602059991327962,0
1.5,0,0,0,0,0,0,0,2.22530928172586,0.301029995663981,0
1.55,0,0,0,0,0,0,0,2.06818586174616,0.301029995663981,0
1.6,0,0,0,0,0,0,3.48058178682917,1.94448267215017,0.301029995663981,0
1.65,0,0,0,0,0,0,3.3336487565147,1.75587485567249,0.301029995663981,0
1.7,0,0,0,0,0,0,3.18892848376085,1.5910646070265,0.301029995663981,0
1.75,0,0,0,0,0,0,3.03462845662532,1.39794000867204,0.301029995663981,0
1.8,0,0,0,0,0,0,2.87737134586977,1.30102999566398,0.301029995663981,0
1.85,0,0,0,0,0,0,2.72098574415374,1.11394335230684,0,0
1.9,0,0,0,0,0,0,2.58883172559421,1.11394335230684,0,0
1.95,0,0,0,0,0,0,2.42813479402879,0.954242509439325,0,0
2,0,0,0,3.48273070007994,0,0,2.2718416065365,0.698970004336019,0,0
2.05,0,0,0,3.33223641549144,0,0,2.10720996964787,0.602059991327962,0,0
2.1,0,0,0,3.19089171692217,0,0,1.95904139232109,0.602059991327962,0,0
2.15,0,0,0,3.04453976039241,0,0,1.83250891270624,0.477121254719662,0,0
2.2,0,0,0,2.88252453795488,0,0,1.69897000433602,0.477121254719662,0,0
2.25,0,0,0,2.71516735784846,0,3.48230176722344,1.57978359661681,0.477121254719662,0,0
2.3,0,0,0,2.54032947479087,0,3.3236645356081,1.43136376415899,0.477121254719662,0,0
2.35,0,0,0,2.40140054078154,0,3.17376882313665,1.27875360095283,0.301029995663981,0,0
2.4,0,0,0,2.2380461031288,0,3.02734960777476,1.11394335230684,0,0,0
2.45,0,0,3.48244479191827,2.10380372095596,0,2.8555191556678,0.903089986991943,0,0,0
2.5,0,0,3.32551566336315,1.93449845124357,0,2.69635638873333,0.778151250383644,0,0,0
2.55,0,0,3.15594301797184,1.73239375982297,0,2.55144999797287,0.602059991327962,0,0,0
2.6,0,0,3.0068937079479,1.56820172406699,0,2.40654018043395,0.602059991327962,0,0,0
2.65,0,0,2.8481891169914,1.36172783601759,0,2.23299611039215,0.477121254719662,0,0,0
2.7,0,0,2.69635638873333,1.20411998265592,0,2.03742649794062,0.477121254719662,0,0,0
2.75,0,0,2.5327543789925,1,0,1.85733249643127,0.301029995663981,0,3.4896772916637,0
2.8,0,0,2.38916608436453,0.954242509439325,0,1.74036268949424,0,0,3.33465476688324,0
