time,vet1,vet2,vet3,vet4,vet5,vet6,vet7,vet8,vet9,vet10
0,2.36735592102602,0,0,0,2.37291200297011,0,0,0,2.07554696139253,1.93951925261862
0.05,2.20139712432045,0,0,0,2.2148438480477,0,0,0,1.94939000664491,1.76342799356294
0.1,2.05307844348342,0,2.96142109406645,0,2.0899051114394,0,0,0,1.79239168949825,1.63346845557959
0.15,1.93951925261862,0,2.8109042806687,0,1.89762709129044,0,0,0,1.69019608002851,1.47712125471966
0.2,1.7481880270062,0,2.66651798055488,0,1.7481880270062,0,0,0,2.97680833733807,1.30102999566398
0.25,1.65321251377534,0,2.4983105537896,0,1.56820172406699,0,0,0,2.8109042806687,1.11394335230684
0.3,1.49136169383427,0,2.32837960343874,0,1.43136376415899,0,0,0,2.66931688056611,1.04139268515822
0.35,1.34242268082221,0,2.1846914308176,2.98000337158375,1.27875360095283,0,0,0,2.51587384371168,0.602059991327962
0.4,1.14612803567824,0,1.98677173426624,2.83378437465648,1.04139268515822,0,0,0,2.32837960343874,0.602059991327962
0.45,1.04139268515822,0,1.80617997398389,2.67209785793572,1.04139268515822,0,0,0,2.17026171539496,0.602059991327962
0.5,0.845098040014257,0,1.66275783168157,2.5092025223311,1,0,0,0,2.04532297878666,0.301029995663981
0.55,0.778151250383644,0,2.985426474083,2.3384564936046,0.698970004336019,0,0,0,1.81291335664286,0
0.6,0.301029995663981,0,2.84135947045485,2.12710479836481,0.698970004336019,0,0,0,1.63346845557959,0
0.65,0,0,2.70586371228392,1.99122607569249,0.301029995663981,0,0,0,1.50514997831991,0
0.7,0,0,2.55266821611219,1.82607480270083,0,0,0,0,1.25527250510331,0
0.75,0,0,2.43616264704076,1.7160033436348,0,0,0,0,1.17609125905568,0
0.8,0,0,2.31386722036915,1.55630250076729,0,0,0,0,0.845098040014257,0
0.85,0,0,2.16435285578444,1.38021124171161,2.95712819767681,0,0,0,0.778151250383644,0
0.9,0,0,1.95424250943932,1.17609125905568,2.79657433321043,0,0,0,2.98944981766669,0
0.95,0,0,1.79239168949825,0.954242509439325,2.63548374681491,0,0,0,2.83442070368153,0
1,0,0,1.65321251377534,0.778151250383644,2.4996870826184,0,2.94890176097021,0,2.68304703823885,2.96894968098134
1.05,0,0,1.50514997831991,2.95279244304409,2.33645973384853,0,2.80277372529198,0,2.55509444857832,2.83505610172012
1.1,0,0,1.32221929473392,2.80753502806885,2.19312459835446,0,2.64048143697042,0,2.43296929087441,2.67577834167408
1.15,0,0,1,2.66838591669,2.02118929906994,0,2.4996870826184,0,2.28780172993023,3.10140335055533
1.2,0,0,2.94398887507377,2.52374646681156,1.86923171973098,0,2.27415784926368,0,3.01535975540921,2.94792361983173
1.25,0,0,2.79934054945358,2.37291200297011,3.01029995663981,0,2.14921911265538,0,2.85369821177617,2.79588001734407
1.3,0,0,2.62634036737504,2.19312459835446,2.86213137931304,0,1.95904139232109,0,2.72835378202123,2.64542226934909
1.35,0,0,2.47421626407626,2.01283722470517,2.70156798505593,0,2.98855895687862,0,2.56937390961505,2.4983105537896
1.4,0,0,2.30102999566398,1.8750612633917,2.52244423350632,0,2.8394780473742,0,2.44090908206522,2.37657695705651
1.45,0,0,3.02978947083186,1.69897000433602,2.37106786227174,0,2.66745295288995,0,2.31597034545692,2.18752072083646
1.5,0,0,2.87966920563205,1.57978359661681,2.25285303097989,0,2.50785587169583,0,3.03140846425162,2.04921802267018
1.55,2.98587535730839,0,2.72672720902657,1.47712125471966,2.13033376849501,0,2.35983548233989,0,2.88138465677057,1.88649072517248
1.6,2.80821097292422,0,2.55509444857832,1.43136376415899,1.93449845124357,0,2.26481782300954,0,2.7160033436348,1.7160033436348
1.65,2.65030752313194,0,2.41161970596323,1.32221929473392,2.96941591235398,0,2.10720996964787,0,2.54900326202579,2.97863694838447
1.7,2.52113808370404,0,3.06669855042299,1.20411998265592,2.8318697742805,0,2.985426474083,0,2.37106786227174,2.81424759573192
1.75,2.37106786227174,0,2.92064500140679,0.954242509439325,2.6570558528571,0,2.83758843823551,0,2.20682587603185,2.64246452024212
1.8,2.2405492482826,0,2.77232170672292,0.845098040014257,2.50105926221775,0,2.69372694892365,0,2.02530586526477,2.47275644931721
1.85,2.10720996964787,0,2.64048143697042,0.477121254719662,2.35218251811136,2.98766626492627,2.53402610605613,0,3.00774777800074,2.31597034545692
1.9,1.91907809237607,0,2.48572142648158,0.477121254719662,2.21218760440396,2.81822589361396,2.34044411484012,0,2.83758843823551,2.18184358794477
1.95,1.69897000433602,0,2.32014628611105,0.477121254719662,2.04921802267018,2.67942789661212,2.20411998265592,0,2.67486114073781,2.02530586526477
2,1.49136169383427,0,2.10380372095596,0.477121254719662,1.94939000664491,2.54157924394658,2.07188200730613,0,2.52504480703684,1.91381385238372
2.05,1.25527250510331,0,1.9731278535997,0,1.77085201164214,2.41497334797082,1.89762709129044,0,2.34830486304816,1.76342799356294
