time,vet1,vet2,vet3,vet4,vet5,vet6,vet7,vet8,vet9,vet10
0,5.35846596140875,4.86688371503766,2.98181860717066,5.55384541851015,5.54703097014924,5.60806903522736,5.02263866232115,5.82892400128546,2.72015930340596,5.61992145840652
0.05,5.20410912515816,4.70823388377601,2.8394780473742,5.39863605893781,5.39231347956801,5.45310572838964,4.86766190455195,5.67379567563418,2.55266821611219,5.4642883005559
0.1,5.04930332213749,4.55271687383247,5.78617766104768,5.24435630118118,5.23675888656835,5.29953344710437,4.71333090843672,5.51845866251701,2.39269695325967,5.3097046723429
0.15,4.89345659488572,5.51922665053677,5.63154725676899,5.09003573322353,5.08169287733253,5.14511557069956,4.55857658254224,5.36398031593813,2.24797326636181,5.15400377944582
0.2,4.73653991530468,5.73035342018356,5.47683452573063,5.59271179837254,4.92469270302019,4.98719239316854,4.39988130269199,5.20980712676606,2.11394335230684,4.99936111741777
0.25,5.53603672345061,5.57576728753979,5.71257057875863,5.76382017903085,4.76897830095112,4.83069770973953,4.24172076106859,5.05429890085873,1.89762709129044,4.84413532168667
0.3,5.3814454161291,5.42103271735545,5.55815274996679,5.60915028416815,4.61403198220104,4.67678503041921,4.08479069140791,4.89979862306076,5.48472680429866,4.68928221447305
0.35,5.22684984256015,5.26562900682254,5.40258118061727,5.45438289078478,5.52249900593288,4.52296559549199,3.92675390518974,4.74362733757089,5.71451752217008,5.53198317218706
0.4,5.07141065251081,5.63760879393495,5.24736679374129,5.29888362871565,5.92457440261299,4.36584351153374,3.76908178711822,4.5871944423175,5.55934874282412,5.37734450518925
0.45,4.91604841775633,5.48245623185931,5.09219763297169,5.14546367765281,5.76946521011427,4.21319889172361,3.61542395288594,4.43171748964601,5.40424685174873,5.67526586513242
0.5,4.76279855944054,5.71342501596587,4.93893480834228,4.9929377183374,5.61391578300786,4.05484277922868,5.48824039531403,4.27475805435201,5.24901726165777,5.5201925955685
0.55,5.81261526153248,5.55817076826669,4.78290956540264,5.57212662466984,5.45869222684328,3.90020321301689,5.33348153303503,4.12044230687331,5.09358276452974,5.36628657668692
0.6,5.6576045920149,5.40334190342966,4.62839914862379,5.41748830070533,5.30373804701955,3.7460890430562,5.17965805393006,3.96378782734556,4.93788883969114,5.21116594482674
0.65,5.50255820796668,5.24730536264844,4.47675919177089,5.26227543786585,5.1486304142196,5.49042765747768,5.02490006107473,3.80495679985749,4.78381071032645,5.05587885777419
0.7,5.34763050167844,5.09318345834593,4.31797980876154,5.10764065757786,4.99370069482035,5.33573463762094,4.86964820791,3.64620761220668,4.62986811874612,4.90228035931937
0.75,5.19156837549301,4.93702112818125,4.16250466452115,5.5961867959437,4.8379985518217,5.18057886557435,4.71708772492702,3.49164179347759,4.47171699397716,4.74799410225107
0.8,5.03591779496708,4.78216435203168,4.00633766037455,5.44172497763587,4.68237976672372,5.02587499156049,4.56033711687566,3.34281731463573,4.31613815630982,4.59533084980534
0.85,4.88101926201218,4.62224511692346,5.49488337421558,5.28599138648709,4.52913507750078,4.87070815599956,4.4059436805122,5.48584346595214,4.16441234410477,4.44440395574955
0.9,4.72754125702856,4.46548695066214,5.33885673659827,5.64405533525612,4.37460172396891,4.71601169537145,4.24900257490976,5.33176731011303,4.00898320381547,4.29145765414924
0.95,4.57170883180869,4.31443606858454,5.18443304810235,5.48831094232965,4.21532025132993,5.53288426583489,4.10147211700024,5.17651955168819,3.85787502552356,4.1360860973841
1,4.41562430160041,4.16235527355208,5.02959884225344,5.33335859278785,4.06028222943835,5.37784878016049,5.49687985349465,5.02203638069992,3.69635638873333,3.98254258230294
1.05,4.2610010233352,5.49876942259681,4.87379707592048,5.17684627478084,3.9054720619247,5.22214136549668,5.34239701720821,5.57805670446337,3.53920159929413,3.82425603762968
1.1,4.1046577910088,5.34369605870968,4.71761226037339,5.02232937540619,3.75073975123535,5.06701503054469,5.66199242165449,5.75664827744787,3.38489079653055,3.66492389343808
1.15,3.94354397715345,5.18857134408008,4.56169753265399,4.86545932266196,3.59039594718401,4.91153578646825,5.50654291313749,5.60096527641848,3.22349594096239,3.51174971134498
1.2,3.78532983501077,5.03339158433379,5.51895853506309,4.71144446276386,3.4323277922616,4.75585199746664,5.72338013599153,5.44525226661724,3.07077646284343,3.35774432518038
